9,1,26.9,10.5
10,1,25.2,16.1
11,1,24.4,15.3
12,1,24.4,13.4
13,1,25,17.8
14,1,24.4,7.2
15,1,23.7,12.1
16,1,22.3,11.7
17,1,20.9,11.3
18,1,20,12.9
19,1,19.1,9
20,1,18.9,9.2
21,1,18.3,9.4
22,1,17.3,8.7
23,1,16.6,8
0,2,16.4,9.8
1,2,16.4,8.5
2,2,16.4,9.8
3,2,17.2,10.6
4,2,16.4,9.6
5,2,17.2,8
6,2,17.4,8.9
7,2,17.2,8.7
8,2,18.6,8.3
9,2,20,7.8
10,2,22.9,8.3
11,2,25.3,4.6
12,2,27.9,9.3
13,2,29.9,13.2
14,2,30.4,11.1
15,2,30.4,8.1
16,2,31.2,10.6
17,2,30.7,7.2
18,2,30.7,7.3
19,2,30.5,7.4
20,2,30.3,7.4
21,2,30.5,7.6
22,2,29.9,2.8
23,2,29.9,2.3
0,3,29,4.4
1,3,28.3,2.8
2,3,28.1,2.8
3,3,26.7,5.2
4,3,26.9,6.1
5,3,27.1,4.3
6,3,26.3,7
7,3,25.6,4
8,3,25.6,6.8
9,3,26.1,8.3
10,3,26.9,6
11,3,28.3,6.4
12,3,30.3,6.9
13,3,32.5,6.7
14,3,34,14.6
15,3,34.2,8.2
16,3,34.1,7.6
17,3,33,8.7
18,3,33,7
19,3,32.6,8.2
20,3,32.4,8.5
21,3,31.5,7.5
22,3,31.8,7.8
23,3,30.4,7.3
0,4,30.6,6.3
1,4,31.1,12.3
2,4,30.4,9.4
3,4,30.1,9.5
4,4,30.3,8.7
5,4,30.4,9.4
6,4,30.4,9
7,4,30.6,8.6
8,4,31,11.8
9,4,32.8,8.9
10,4,35.2,11.3
11,4,37.3,9.5
12,4,39.3,18.3
13,4,42,14.3
14,4,42.5,18.9
15,4,38.6,13.8
16,4,36.1,13.2
17,4,33.2,18
18,4,29.7,12.7
19,4,28.1,17.5
20,4,26,17.2
21,4,24.2,20.4
22,4,21.8,14.9
23,4,20.2,12.3
0,5,19.9,13.4
1,5,19.1,12.5
2,5,18.9,7.7
3,5,18,7.3
4,5,18,8.4
5,5,17.5,11.6
6,5,17.5,8.6
7,5,16.8,7.6
8,5,17.2,8.5
9,5,17.3,7.3
10,5,20.2,5.6
11,5,21.5,2.7
12,5,24.2,4.2
13,5,25.8,5.2
14,5,27.1,5.4
15,5,28.8,7.4
16,5,28.8,6.3
17,5,27.4,7.7
18,5,27.9,8.9
19,5,28.6,8.5
20,5,29.4,6.1
21,5,29.5,7.2
22,5,29,5.1
23,5,29.9,7.2
0,6,29.9,7
1,6,31.3,3.7
2,6,31.5,4.1
3,6,30.8,0
4,6,31.3,3.5
5,6,32.8,3.7
6,6,33,4.1
7,6,32.4,6
8,6,32.2,5.8
9,6,32.9,4.8
10,6,34,4.5
11,6,34.8,1.1
12,6,35.3,3.6
13,6,36.6,4.5
14,6,37.3,6.3
15,6,38.2,5.7
16,6,39.5,2.9
17,6,40.2,6.3
18,6,41.1,4.6
19,6,40.9,0
20,6,40.7,3.3
21,6,40.8,5.1
22,6,40.8,8.9
23,6,39.8,7.9
0,0,38.8,8.9
1,0,37.8,9.5
2,0,37.1,9.7
3,0,37.1,9.3
4,0,37.1,10.2
5,0,37.1,8.9
6,0,36.9,8.4
7,0,36.7,16.3
8,0,36.9,8.2
9,0,37.9,10.4
10,0,38.9,11.4
11,0,39.8,12.9
12,0,41.3,14
13,0,40.9,10.7
14,0,40.3,12.4
15,0,40.8,14.3
16,0,40.6,14.6
17,0,39.8,10.9
18,0,39.5,11.9
19,0,39.5,9.3
20,0,38.9,7.8
21,0,38.8,7.7
22,0,38.9,9.3
23,0,38.6,9.2
0,1,38.6,8.3
1,1,38,8
2,1,37.8,6.2
3,1,37.1,7.5
4,1,36.5,6.4
5,1,35.3,9.3
6,1,34.6,8.3
7,1,33.9,6.3
8,1,33.9,9.1
9,1,34.8,7.1
10,1,35.2,9.3
11,1,37.2,7.8
12,1,38.1,7.3
13,1,38.9,5.5
14,1,39.1,7.4
15,1,39.9,8.3
16,1,39.6,8.7
17,1,38.9,7.4
18,1,38,5.1
19,1,37.8,9.2
20,1,36.9,7.6
21,1,35.7,9.3
22,1,34.6,6.6
23,1,33.2,8.1
0,2,32.1,6.2
1,2,30.5,5.2
2,2,29.6,6.7
3,2,28.9,7.3
4,2,27.9,7.8
5,2,26.2,6
6,2,25.4,6
7,2,24.7,7.8
8,2,25.4,6
9,2,26.3,6.8
10,2,28.2,5
11,2,28.9,5.6
12,2,31,6.5
13,2,33.7,2.6
14,2,34,5.2
15,2,34.2,4.3
16,2,34.4,3
17,2,33.5,5.5
18,2,33.5,3
19,2,33.9,4.3
20,2,34.4,1.5
21,2,33.9,5.9
22,2,33.3,2.4
23,2,32.7,4.5
0,3,33.5,3.4
1,3,32.7,1.1
2,3,33.5,3.6
3,3,33,3.7
4,3,32.1,3.6
5,3,32.1,4.4
6,3,31.9,1.8
7,3,30.8,3.6
8,3,31.1,1.9
9,3,32,4.7
10,3,32.5,7.4
11,3,33.3,8.7
12,3,34.6,8.7
13,3,36.1,7.6
14,3,38,3.6
15,3,38.9,8.3
16,3,38.9,7
17,3,38,6.7
18,3,37.7,7.3
19,3,36.6,8.7
20,3,34.8,10.2
21,3,33.7,11.8
22,3,32.7,10.9
23,3,31.9,11
0,4,30.7,11.2
1,4,30.5,8.3
2,4,30.1,8.5
3,4,29.8,7
4,4,28.6,6.5
5,4,27.9,7.9
6,4,27.6,5.7
7,4,27.9,5.4
8,4,27.9,8.3
9,4,29.2,5.7
10,4,30.3,4.1
11,4,31.7,1.3
12,4,33.9,4.4
13,4,36.3,7.4
14,4,38,12.5
15,4,38.2,9.2
16,4,38.6,6.6
17,4,37.7,8.1
18,4,37.4,7.1
19,4,37.1,8
20,4,36.9,6.9
21,4,36.9,6.7
22,4,36.9,7.9
23,4,36.7,9.6
0,5,36.7,7
1,5,33.9,2.2
2,5,33,3.3
3,5,32.7,3.6
4,5,32.7,4.7
5,5,32.7,4.6
6,5,32.7,6.2
7,5,32.7,9.4
8,5,33.2,7.1
9,5,33.7,9.4
10,5,33.9,8.2
11,5,34.8,8.5
12,5,35,7.7
13,5,35.1,9.5
14,5,36.4,13.5
15,5,37.1,7.8
16,5,37.1,7.1
17,5,37.3,6.5
18,5,38,9
19,5,38.1,10.3
20,5,37.9,9.3
21,5,37.6,10.7
22,5,35.7,9.1
23,5,35.5,9.8
0,6,35.7,10.3
1,6,36.5,12.1
2,6,36.5,9.5
3,6,36.3,9.1
4,6,35.4,10
5,6,34.1,9.1
6,6,34.4,9.4
7,6,35.4,11.4
8,6,35.5,9.3
9,6,36.9,8.7
10,6,38.8,6.5
11,6,40.9,10
12,6,41.1,9.8
13,6,41.9,10.5
14,6,41.9,11.5
15,6,41.9,11.4
16,6,40.8,8.7
17,6,37.9,4.4
18,6,36.6,7.7
19,6,35.5,7.4
20,6,34.6,6.9
21,6,33.5,8
22,6,32.1,6.2
23,6,31.4,12.9
0,0,30.3,7.6
1,0,28.7,7.8
2,0,27.6,8.3
3,0,25.6,11.4
4,0,25.4,8.9
5,0,24.5,12.7
6,0,23.7,14.4
7,0,24.2,15.2
8,0,24.7,14.7
9,0,24.5,11.5
10,0,24,17.2
11,0,24.2,17.4
12,0,22.8,19
13,0,22.9,14.2
14,0,23.3,18
15,0,23.5,13.6
16,0,23.7,13.3
17,0,24.9,17.9
18,0,25.8,18.3
19,0,26.5,17.1
20,0,26.5,19
21,0,26.5,17.1
22,0,25.8,15.5
23,0,25.4,16.3
0,1,24.7,13.5
1,1,24.2,10.7
2,1,23.3,16.1
3,1,21.8,12.2
4,1,20.9,15.2
5,1,20.8,14.6
6,1,20.8,14.2
7,1,21.8,19.2
8,1,22.6,11.1
9,1,22.9,21.9
10,1,23.3,10.6
11,1,25,11.9
12,1,26.3,11.5
13,1,26.2,8.5
14,1,27.8,11.1
15,1,28.6,10.6
16,1,28.7,10
17,1,26.2,11.7
18,1,26.1,8
19,1,26,9
20,1,25.4,10.6
21,1,23.7,12
22,1,21.7,11.7
23,1,20.8,12.8
0,2,19.7,11
1,2,17.9,8.5
2,2,17.5,12.1
3,2,17,10.7
4,2,16.8,10.5
5,2,17,13.2
6,2,17,11.1
7,2,17.2,10.9
8,2,18.4,11.1
9,2,19.5,13.5
10,2,21.5,11.8
11,2,24.3,10.1
12,2,27.1,13.9
13,2,29.8,13.5
14,2,30.8,9.7
15,2,33.2,10.2
16,2,33,11.3
17,2,32.7,7.6
18,2,31.7,5.5
19,2,30.5,7.6
20,2,29.6,6.8
21,2,28.3,8
22,2,27.3,5
23,2,25.8,5.3
0,3,24.7,3.5
1,3,23.6,6.5
2,3,22,4.4
3,3,20.6,4.7
4,3,20,3.9
5,3,20.2,4.7
6,3,19.8,1.9
7,3,19.7,4.4
8,3,20.2,4.4
9,3,21.6,2.5
10,3,25.8,4.9
11,3,28,3.5
12,3,29.9,3.9
13,3,31,1.5
14,3,32.1,5.2
15,3,30.5,5.7
16,3,29.9,7.7
17,3,30.6,6.8
18,3,32.1,5.5
19,3,33.5,7.5
20,3,34.4,9.2
21,3,34.4,4.8
22,3,34.2,7.2
23,3,34.2,3.5
0,4,31.4,3.1
1,4,31.4,7.2
2,4,32.5,6.1
3,4,33.5,5.3
4,4,35.5,1
5,4,34.6,4.6
6,4,34.4,4.4
7,4,33,7.9
8,4,31.9,6.9
9,4,32.1,8.7
10,4,32.1,8.2
11,4,34,10.2
12,4,36.5,15.6
13,4,37.2,14.4
14,4,36.9,14.6
15,4,37.3,16.9
16,4,35.9,17.6
17,4,34.4,16.5
18,4,31.7,19.5
19,4,27.9,20.2
20,4,24.7,19.2
21,4,21.8,20.4
22,4,20.8,20.6
23,4,19.8,19.1
0,5,19.1,20.2
1,5,18,22
2,5,17.5,21.4
3,5,16.8,17.4
4,5,16.1,16
5,5,15.2,17.9
6,5,14.3,18.1
7,5,13.1,16.5
8,5,13.1,16.6
9,5,13.8,18.8
10,5,15.5,15.8
11,5,18.4,17.4
12,5,21.1,15.3
13,5,23.1,12.4
14,5,25.1,12.1
15,5,26,15.9
16,5,26,13.7
17,5,25.1,18.3
18,5,24,10.2
19,5,23.3,10.7
20,5,21.8,13.3
21,5,21.7,10.9
22,5,20.8,9.1
23,5,20.1,9.9
0,6,20.1,8.2
1,6,19.8,4.2
2,6,20.8,5.8
3,6,21.4,4.6
4,6,22.6,5.3
5,6,23,7.7
6,6,23.4,8.8
7,6,23.6,2.4
8,6,25.6,5
9,6,27.9,3.3
10,6,30.7,6.3
11,6,33.3,7.9
12,6,34.1,4.7
13,6,35.3,5.9
14,6,35,6.7
15,6,35,7.6
16,6,35,6
17,6,35,4.1
18,6,35,1.7
19,6,35.5,4.1
20,6,35,2.8
21,6,34.4,5.2
22,6,32.7,4.1
23,6,31.6,4.7
0,0,32.7,5.6
1,0,32.9,6.1
2,0,32.7,7.4
3,0,32.7,12
4,0,32.9,10.5
5,0,33.3,11.3
6,0,32.2,10.9
7,0,30.9,17.8
8,0,29.9,15.8
9,0,29,15.6
10,0,29,16.1
11,0,29.1,12.6
12,0,28.1,10.5
13,0,26.5,9.2
14,0,25.8,10.3
15,0,24.3,7.6
16,0,24.2,6.1
17,0,23.3,10.7
18,0,23.3,11.2
19,0,22.9,13.6
20,0,21.2,15.2
21,0,18.2,16.3
22,0,15.6,14.2
23,0,14.5,14.3
0,1,14.5,13.8
1,1,14.3,17.2
2,1,13.6,13.3
3,1,13.6,9.5
4,1,13.6,7.7
5,1,15,11.6
6,1,15.2,6.5
7,1,15.2,6.6
8,1,16.1,7.9
9,1,17,7.3
10,1,18.1,6.8
11,1,19.1,9.4
12,1,20.9,3.9
13,1,22.3,8.7
14,1,23.3,8.7
15,1,24.2,11.9
16,1,24.4,13.1
17,1,25,7.2
18,1,24.4,10.9
19,1,23.9,8.6
20,1,24.3,6.4
21,1,23.2,7.6
22,1,23.8,7.9
23,1,23.9,7.2
0,2,24.1,3.8
1,2,24,5.2
2,2,23.9,5
3,2,24.7,4.3
4,2,24.8,5.2
5,2,25.7,5.4
6,2,25.7,5.4
7,2,27.5,1.5
8,2,29.4,3.3
9,2,30.8,4.7
10,2,33.3,7.6
11,2,35,2.4
12,2,36.1,4.9
13,2,37.1,3.9
14,2,36.9,1.4
15,2,37.1,4.6
16,2,38.5,0.7
17,2,38.8,0.7
18,2,38.8,4.6
19,2,40.7,1
20,2,41.2,4.4
21,2,40.7,6.5
22,2,40.9,6.2
23,2,40.7,5.8
0,3,40.1,6.5
1,3,39.6,4.1
2,3,39.6,6.9
3,3,39.5,4.1
4,3,38.9,1.7
5,3,38,5.9
6,3,36.9,14.3
7,3,33.9,12.4
8,3,31.9,13.5
9,3,30.3,16.5
10,3,28.9,10.8
11,3,28.9,13.9
12,3,28.7,14.2
13,3,28.9,13.7
14,3,27.8,22.1
15,3,28.6,18.2
16,3,25.8,20.3
17,3,25,14
18,3,21.9,21.6
19,3,20.6,12.4
20,3,18.9,15.2
21,3,16.8,13.1
22,3,15.4,13.6
23,3,15,13.5
0,4,13.9,13.7
1,4,12.9,11.5
2,4,12.8,11.6
3,4,12.4,10.5
4,4,12.3,8.5
5,4,11.7,8.5
6,4,11.7,8.3
7,4,12.2,8.3
8,4,12.8,6.6
9,4,15.2,11.4
10,4,17,12.7
11,4,18.9,7.7
12,4,19.3,13.1
13,4,21.7,16.5
14,4,24,13.9
15,4,26,15
16,4,26.9,10.3
17,4,26.2,12.4
18,4,26.5,6.6
19,4,26,5.1
20,4,25.8,7.2
21,4,25.8,5.2
22,4,24.9,2.6
23,4,24.7,7.2
0,5,24.3,2.9
1,5,24.7,8.9
2,5,25.1,8.3
3,5,26.1,7.4
4,5,26.4,4.3
5,5,26.6,4.4
6,5,27.8,3.5
7,5,27.4,4.1
8,5,28.6,1.7
9,5,29.4,5.6
10,5,29.8,10
11,5,30.1,9.2
12,5,29.2,7.8
13,5,31.6,5.9
14,5,33.8,1.7
15,5,35.5,1.7
16,5,35.5,5.6
17,5,36.6,5.6
18,5,36.6,0.7
19,5,37,0.7
20,5,35.2,1.8
21,5,34.4,1.3
22,5,34.1,3.8
23,5,35.3,3
0,6,35.2,4.6
1,6,34.5,6.1
2,6,34.2,4.9
3,6,33.7,2.4
4,6,33.1,7.6
5,6,33.5,5.6
6,6,33.7,5.8
7,6,33.6,6.1
8,6,34,7.5
9,6,34.9,8.3
10,6,34.7,13.2
11,6,35.4,12
12,6,35.2,12.9
13,6,34.7,12.7
14,6,34.6,13.5
15,6,34,11.8
16,6,34.5,14.6
17,6,34.5,9.5
18,6,35,8.3
19,6,34.8,7.9
20,6,35.1,6.9
21,6,34.4,11.4
22,6,33.1,12.3
23,6,31.6,13.5
0,0,30,13.1
1,0,29.1,11.7
2,0,27.7,12.3
3,0,27.4,11.1
4,0,26.6,13.3
5,0,26.3,12.3
6,0,26.3,11.2
7,0,25.6,12.2
8,0,25.9,10.3
9,0,26,14.2
10,0,26.1,9.8
11,0,26.5,12.7
12,0,26.5,14.9
13,0,26.7,13.7
14,0,26.6,15.7
15,0,26.6,13.8
16,0,26.5,14.8
17,0,26.5,16.6
18,0,26.7,14.4
19,0,26.7,17
20,0,26.7,11.7
21,0,26.2,13.6
22,0,26,13
23,0,26.6,9.5
0,1,26.7,11.2
1,1,26.8,9.6
2,1,26.2,13.3
3,1,26,9
4,1,25.9,9.9
5,1,25.9,10.1
6,1,26.2,13.4
7,1,26.2,13
8,1,26.8,12.1
9,1,28.1,12.1
10,1,29.2,12
11,1,30.7,10.9
12,1,31.9,9.9
13,1,34.3,12.3
14,1,36.8,12.4
15,1,38.4,14.1
16,1,38.4,10
17,1,37.9,16
18,1,35.9,11.1
19,1,34.1,10.2
20,1,33.2,15.2
21,1,31.9,12.6
22,1,30.9,14.8
23,1,29.6,11.5
0,2,29.1,13.1
1,2,28.1,13
2,2,26.8,8.4
3,2,25.8,10.8
4,2,24.2,12.7
5,2,24,12.7
6,2,22.9,11.2
7,2,21.8,12.4
8,2,22.1,13.1
9,2,23.3,11.8
10,2,25.4,12.5
11,2,26.7,9.4
12,2,28.4,9.7
13,2,30.3,5.9
14,2,31.4,4.3
15,2,32.5,4.7
16,2,32.9,4
17,2,31.8,2.8
18,2,31.1,2.4
19,2,31.2,2.4
20,2,30,5.9
21,2,29.1,1
22,2,27.9,3.7
23,2,28.4,5.8
0,3,28.4,2.6
1,3,28.6,7.6
2,3,28.9,6
3,3,29.2,4.1
4,3,29.6,7.2
5,3,29.6,7
6,3,30.3,7.9
7,3,30.5,6.8
8,3,30.5,6.1
9,3,31.4,5.6
10,3,33,7.5
11,3,34.8,7.6
12,3,35.8,6.3
13,3,36.1,9.5
14,3,38.4,4.8
15,3,38.8,8.7
16,3,36.4,14.1
17,3,35.5,8.7
18,3,34.8,8.5
19,3,33.9,9.8
20,3,29,15.7
21,3,26.2,12.8
22,3,24.9,13.8
23,3,20.8,17.6
0,4,16.1,19.6
1,4,14.1,11.9
2,4,12,14.5
3,4,11.1,17
4,4,10.1,15.2
5,4,9.2,15.3
6,4,8.8,16.3
7,4,8,15.3
8,4,9,9.4
9,4,10.3,15.5
10,4,11.6,20.4
11,4,14.3,11.9
12,4,16.4,15.7
13,4,18.1,14.7
14,4,19.3,12.2
15,4,20.2,10
16,4,20.4,7.4
17,4,20.2,9.3
18,4,20.1,9.1
19,4,19.9,9.4
20,4,18.7,9.5
21,4,18,6.4
22,4,17.2,7.7
23,4,17,6.5
0,5,16.8,1.9
1,5,16.8,0
2,5,16.6,0
3,5,17.2,2.6
4,5,18.7,4.7
5,5,19.1,1.8
6,5,20.2,4.6
7,5,21.1,6.5
8,5,22.4,6.2
9,5,24.7,8.5
10,5,26.5,9.9
11,5,27.9,9.8
12,5,28.9,6.5
13,5,29.8,8.2
14,5,31.7,7.4
15,5,30,10.2
16,5,28.7,3.3
17,5,28.7,6.3
18,5,28.7,6.7
19,5,28.9,7.4
20,5,29,5.7
21,5,28.9,3.9
22,5,28.9,4.6
23,5,26.5,9.9
0,6,25.3,12.6
1,6,24.2,16.3
2,6,20.6,19.2
3,6,18,18.3
4,6,16.1,18.1
5,6,15.2,18.2
6,6,14.1,15.3
7,6,14.1,19
8,6,14.3,20.1
9,6,15.4,20.7
10,6,17,19
11,6,17.6,19.1
12,6,18.3,20
13,6,19.3,20.1
14,6,19.3,20.5
15,6,19.1,19.3
16,6,17.4,18.9
17,6,15.2,20
18,6,11.6,20
19,6,10.1,17
20,6,7.3,20.7
21,6,5.3,16.4
22,6,5.1,18.3
23,6,4.3,22.9
0,0,3.9,17.2
1,0,3.9,17.1
2,0,3.9,18
3,0,3.9,13.7
4,0,3.8,10
5,0,3.8,12
6,0,3.5,9.6
7,0,3.8,9.6
8,0,4.1,12.4
9,0,6.6,12.4
10,0,9.4,13.3
11,0,12.1,12.8
12,0,15.3,8.5
13,0,18.1,11.5
14,0,19.8,9
15,0,20,6.3
16,0,20,8.3
17,0,20.2,7.4
18,0,19.9,6.7
19,0,20,7.4
20,0,19.9,3.3
21,0,19.3,6.7
22,0,19.3,4.9
23,0,19.3,3.6
0,1,19.1,1
1,1,18.9,0
2,1,17.5,3.3
3,1,16.4,6.5
4,1,15.5,7.9
5,1,15,8.1
6,1,15,8.7
7,1,14.7,10.7
8,1,14.7,9.6
9,1,16.2,9
10,1,16.8,9.8
11,1,18.5,8.7
12,1,20.9,6.1
13,1,23.6,5.9
14,1,23.8,3
15,1,26.3,3.9
16,1,26.9,2.9
17,1,27,4.9
18,1,26,4.6
19,1,25.4,6.3
20,1,25.1,2.6
21,1,25.2,3.1
22,1,24.3,4.8
23,1,23.6,1.6
0,2,23.6,4.7
1,2,22.6,1
2,2,20.4,1
3,2,20.4,4.2
4,2,20.4,3.4
5,2,19.3,2.2
6,2,18.8,2.1
7,2,18.4,5.4
8,2,20,4.9
9,2,21.1,4.1
10,2,23.1,5.9
11,2,25.7,4.9
12,2,28.3,3.8
13,2,28.8,7.4
14,2,29.4,2.8
15,2,30.3,5.6
16,2,29.6,7
17,2,28.8,7.2
18,2,28.3,6.9
19,2,28.8,5.4
20,2,28.7,1.6
21,2,28.5,7.2
22,2,28.5,6.5
23,2,27.7,8.3
0,3,26.5,13.2
1,3,24.7,12.2
2,3,22.2,16
3,3,20.1,14.5
4,3,18.9,11.8
5,3,17.8,11.8
6,3,16.8,14.2
7,3,15.2,15.3
8,3,15.7,15.4
9,3,16.6,15
10,3,18,13.7
11,3,20.2,17.2
12,3,20.9,14.2
13,3,20.6,18.9
14,3,21.7,22.3
15,3,21.1,16.8
16,3,21,13.6
17,3,18,19.2
18,3,16.1,19
19,3,15.2,17.2
20,3,13.9,12.9
21,3,12.9,15.3
22,3,11.1,19.1
23,3,10.1,14.4
0,4,8.3,13
1,4,6.4,16.8
2,4,5.1,13.1
3,4,3.9,15.3
4,4,3.2,16.1
5,4,3,15.3
6,4,2.1,12.4
7,4,2.1,11.8
