time,hour,day,dayofweek,temperature,wind_speed,demand
2015-01-01 00:00:00,0,1,3,27.6,6.3,638
2015-01-01 01:00:00,1,1,3,27.6,9.8,570
2015-01-01 02:00:00,2,1,3,27.4,9.7,448
2015-01-01 03:00:00,3,1,3,26.4,7.6,400
2015-01-01 04:00:00,4,1,3,26.6,7.4,280
2015-01-01 05:00:00,5,1,3,26.6,5.3,168
2015-01-01 06:00:00,6,1,3,26.6,8.9,155
2015-01-01 07:00:00,7,1,3,26.2,5.9,120
2015-01-01 08:00:00,8,1,3,26.2,8.0,88
2015-01-01 09:00:00,9,1,3,27.9,5.5,109
2015-01-01 10:00:00,10,1,3,29.9,8.7,131
2015-01-01 11:00:00,11,1,3,31.3,8.8,221
2015-01-01 12:00:00,12,1,3,33.5,14.5,304
2015-01-01 13:00:00,13,1,3,35.6,12.9,330
2015-01-01 14:00:00,14,1,3,37.3,11.4,320
2015-01-01 15:00:00,15,1,3,38.2,12.6,311
2015-01-01 16:00:00,16,1,3,38.7,11.1,305
2015-01-01 17:00:00,17,1,3,38.6,12.6,290
2015-01-01 18:00:00,18,1,3,38.4,10.8,232
2015-01-01 19:00:00,19,1,3,38.4,6.3,192
2015-01-01 20:00:00,20,1,3,37.6,10.0,155
2015-01-01 21:00:00,21,1,3,37.4,10.8,146
2015-01-01 22:00:00,22,1,3,37.5,10.9,150
2015-01-01 23:00:00,23,1,3,37.3,10.1,100
2015-01-02 00:00:00,0,2,4,36.4,11.2,78
2015-01-02 01:00:00,1,2,4,36.9,9.5,83
2015-01-02 02:00:00,2,2,4,36.4,9.8,51
2015-01-02 03:00:00,3,2,4,36.4,9.2,52
2015-01-02 04:00:00,4,2,4,36.4,12.4,37
2015-01-02 05:00:00,5,2,4,35.4,5.5,34
2015-01-02 06:00:00,6,2,4,35.4,10.0,101
2015-01-02 07:00:00,7,2,4,35.4,8.7,135
2015-01-02 08:00:00,8,2,4,35.6,9.8,197
2015-01-02 09:00:00,9,2,4,37.5,7.9,278
2015-01-02 10:00:00,10,2,4,38.9,11.0,295
2015-01-02 11:00:00,11,2,4,40.8,17.0,389
2015-01-02 12:00:00,12,2,4,40.3,13.2,330
2015-01-02 13:00:00,13,2,4,41.5,13.8,386
2015-01-02 14:00:00,14,2,4,42.3,10.6,363
2015-01-02 15:00:00,15,2,4,42.3,17.1,364
2015-01-02 16:00:00,16,2,4,41.9,9.8,390
2015-01-02 17:00:00,17,2,4,40.6,10.1,365
2015-01-02 18:00:00,18,2,4,39.7,8.6,355
2015-01-02 19:00:00,19,2,4,39.5,10.7,364
2015-01-02 20:00:00,20,2,4,38.1,7.8,283
2015-01-02 21:00:00,21,2,4,37.6,5.9,268
2015-01-02 22:00:00,22,2,4,36.8,5.7,237
2015-01-02 23:00:00,23,2,4,35.5,4.6,250
2015-01-03 00:00:00,0,3,5,34.2,6.1,271
2015-01-03 01:00:00,1,3,5,34.4,6.5,322
2015-01-03 02:00:00,2,3,5,33.0,2.4,264
2015-01-03 03:00:00,3,3,5,34.2,5.1,223
2015-01-03 04:00:00,4,3,5,34.0,5.8,194
2015-01-03 05:00:00,5,3,5,33.3,5.6,59
2015-01-03 06:00:00,6,3,5,32.7,5.9,53
2015-01-03 07:00:00,7,3,5,32.3,5.9,85
2015-01-03 08:00:00,8,3,5,33.5,9.2,127
2015-01-03 09:00:00,9,3,5,34.6,8.1,199
2015-01-03 10:00:00,10,3,5,35.7,5.7,266
2015-01-03 11:00:00,11,3,5,37.1,8.7,342
2015-01-03 12:00:00,12,3,5,38.1,7.0,375
2015-01-03 13:00:00,13,3,5,35.4,8.1,448
2015-01-03 14:00:00,14,3,5,33.9,9.0,453
2015-01-03 15:00:00,15,3,5,33.7,6.3,379
2015-01-03 16:00:00,16,3,5,34.4,8.1,348
2015-01-03 17:00:00,17,3,5,35.5,8.3,415
2015-01-03 18:00:00,18,3,5,36.9,5.6,431
2015-01-03 19:00:00,19,3,5,37.1,7.0,387
2015-01-03 20:00:00,20,3,5,38.4,7.3,336
2015-01-03 21:00:00,21,3,5,39.1,9.7,347
2015-01-03 22:00:00,22,3,5,39.3,10.0,260
2015-01-03 23:00:00,23,3,5,40.4,9.1,285
2015-01-04 00:00:00,0,4,6,41.2,8.6,255
2015-01-04 01:00:00,1,4,6,41.3,5.5,311
2015-01-04 02:00:00,2,4,6,41.9,4.4,305
2015-01-04 03:00:00,3,4,6,42.0,3.7,299
2015-01-04 04:00:00,4,4,6,40.9,0.0,134
2015-01-04 05:00:00,5,4,6,41.5,0.0,47
2015-01-04 06:00:00,6,4,6,44.0,5.8,40
2015-01-04 07:00:00,7,4,6,44.4,7.6,60
2015-01-04 08:00:00,8,4,6,43.8,8.3,99
2015-01-04 09:00:00,9,4,6,44.7,6.9,164
2015-01-04 10:00:00,10,4,6,45.9,6.1,245
2015-01-04 11:00:00,11,4,6,47.0,7.6,341
2015-01-04 12:00:00,12,4,6,49.9,10.2,380
2015-01-04 13:00:00,13,4,6,50.3,7.8,410
2015-01-04 14:00:00,14,4,6,50.7,8.9,389
2015-01-04 15:00:00,15,4,6,52.3,10.2,374
2015-01-04 16:00:00,16,4,6,54.1,12.7,357
2015-01-04 17:00:00,17,4,6,55.3,9.0,379
2015-01-04 18:00:00,18,4,6,55.3,7.9,416
2015-01-04 19:00:00,19,4,6,55.5,7.9,255
2015-01-04 20:00:00,20,4,6,53.2,8.0,278
2015-01-04 21:00:00,21,4,6,53.2,9.6,220
2015-01-04 22:00:00,22,4,6,52.1,12.1,183
2015-01-04 23:00:00,23,4,6,51.4,17.0,148
2015-01-05 00:00:00,0,5,0,50.1,21.4,76
2015-01-05 01:00:00,1,5,0,47.3,15.1,59
2015-01-05 02:00:00,2,5,0,46.1,24.6,42
