time,hour,day,dayofweek,temperature,wind_speed,demand
2015-01-01 00:00:00,0,1,3,27.6,6.3,1144
2015-01-01 01:00:00,1,1,3,27.6,9.8,1304
2015-01-01 02:00:00,2,1,3,27.4,9.7,1211
2015-01-01 03:00:00,3,1,3,26.4,7.6,1347
2015-01-01 04:00:00,4,1,3,26.6,7.4,1142
2015-01-01 05:00:00,5,1,3,26.6,5.3,605
2015-01-01 06:00:00,6,1,3,26.6,8.9,372
2015-01-01 07:00:00,7,1,3,26.2,5.9,240
2015-01-01 08:00:00,8,1,3,26.2,8.0,199
2015-01-01 09:00:00,9,1,3,27.9,5.5,195
2015-01-01 10:00:00,10,1,3,29.9,8.7,252
2015-01-01 11:00:00,11,1,3,31.3,8.8,333
2015-01-01 12:00:00,12,1,3,33.5,14.5,379
2015-01-01 13:00:00,13,1,3,35.6,12.9,375
2015-01-01 14:00:00,14,1,3,37.3,11.4,389
2015-01-01 15:00:00,15,1,3,38.2,12.6,374
2015-01-01 16:00:00,16,1,3,38.7,11.1,347
2015-01-01 17:00:00,17,1,3,38.6,12.6,371
2015-01-01 18:00:00,18,1,3,38.4,10.8,425
2015-01-01 19:00:00,19,1,3,38.4,6.3,460
2015-01-01 20:00:00,20,1,3,37.6,10.0,442
2015-01-01 21:00:00,21,1,3,37.4,10.8,507
2015-01-01 22:00:00,22,1,3,37.5,10.9,500
2015-01-01 23:00:00,23,1,3,37.3,10.1,496
2015-01-02 00:00:00,0,2,4,36.4,11.2,479
2015-01-02 01:00:00,1,2,4,36.9,9.5,364
2015-01-02 02:00:00,2,2,4,36.4,9.8,302
2015-01-02 03:00:00,3,2,4,36.4,9.2,238
2015-01-02 04:00:00,4,2,4,36.4,12.4,136
2015-01-02 05:00:00,5,2,4,35.4,5.5,72
2015-01-02 06:00:00,6,2,4,35.4,10.0,128
2015-01-02 07:00:00,7,2,4,35.4,8.7,158
2015-01-02 08:00:00,8,2,4,35.6,9.8,209
2015-01-02 09:00:00,9,2,4,37.5,7.9,247
2015-01-02 10:00:00,10,2,4,38.9,11.0,259
2015-01-02 11:00:00,11,2,4,40.8,17.0,264
2015-01-02 12:00:00,12,2,4,40.3,13.2,273
2015-01-02 13:00:00,13,2,4,41.5,13.8,278
2015-01-02 14:00:00,14,2,4,42.3,10.6,301
2015-01-02 15:00:00,15,2,4,42.3,17.1,284
2015-01-02 16:00:00,16,2,4,41.9,9.8,263
2015-01-02 17:00:00,17,2,4,40.6,10.1,290
2015-01-02 18:00:00,18,2,4,39.7,8.6,392
2015-01-02 19:00:00,19,2,4,39.5,10.7,507
2015-01-02 20:00:00,20,2,4,38.1,7.8,603
2015-01-02 21:00:00,21,2,4,37.6,5.9,652
2015-01-02 22:00:00,22,2,4,36.8,5.7,885
2015-01-02 23:00:00,23,2,4,35.5,4.6,1125
2015-01-03 00:00:00,0,3,5,34.2,6.1,1359
2015-01-03 01:00:00,1,3,5,34.4,6.5,1638
2015-01-03 02:00:00,2,3,5,33.0,2.4,1600
2015-01-03 03:00:00,3,3,5,34.2,5.1,1323
2015-01-03 04:00:00,4,3,5,34.0,5.8,719
2015-01-03 05:00:00,5,3,5,33.3,5.6,188
2015-01-03 06:00:00,6,3,5,32.7,5.9,128
2015-01-03 07:00:00,7,3,5,32.3,5.9,128
2015-01-03 08:00:00,8,3,5,33.5,9.2,169
2015-01-03 09:00:00,9,3,5,34.6,8.1,240
2015-01-03 10:00:00,10,3,5,35.7,5.7,274
2015-01-03 11:00:00,11,3,5,37.1,8.7,326
2015-01-03 12:00:00,12,3,5,38.1,7.0,384
2015-01-03 13:00:00,13,3,5,35.4,8.1,456
2015-01-03 14:00:00,14,3,5,33.9,9.0,460
2015-01-03 15:00:00,15,3,5,33.7,6.3,469
2015-01-03 16:00:00,16,3,5,34.4,8.1,435
2015-01-03 17:00:00,17,3,5,35.5,8.3,479
2015-01-03 18:00:00,18,3,5,36.9,5.6,542
2015-01-03 19:00:00,19,3,5,37.1,7.0,613
2015-01-03 20:00:00,20,3,5,38.4,7.3,687
2015-01-03 21:00:00,21,3,5,39.1,9.7,806
2015-01-03 22:00:00,22,3,5,39.3,10.0,909
2015-01-03 23:00:00,23,3,5,40.4,9.1,1213
2015-01-04 00:00:00,0,4,6,41.2,8.6,1552
2015-01-04 01:00:00,1,4,6,41.3,5.5,1661
2015-01-04 02:00:00,2,4,6,41.9,4.4,1529
2015-01-04 03:00:00,3,4,6,42.0,3.7,1131
2015-01-04 04:00:00,4,4,6,40.9,0.0,555
2015-01-04 05:00:00,5,4,6,41.5,0.0,168
2015-01-04 06:00:00,6,4,6,44.0,5.8,129
2015-01-04 07:00:00,7,4,6,44.4,7.6,118
2015-01-04 08:00:00,8,4,6,43.8,8.3,147
2015-01-04 09:00:00,9,4,6,44.7,6.9,198
2015-01-04 10:00:00,10,4,6,45.9,6.1,320
2015-01-04 11:00:00,11,4,6,47.0,7.6,314
2015-01-04 12:00:00,12,4,6,49.9,10.2,321
2015-01-04 13:00:00,13,4,6,50.3,7.8,370
2015-01-04 14:00:00,14,4,6,50.7,8.9,380
2015-01-04 15:00:00,15,4,6,52.3,10.2,335
2015-01-04 16:00:00,16,4,6,54.1,12.7,321
2015-01-04 17:00:00,17,4,6,55.3,9.0,331
2015-01-04 18:00:00,18,4,6,55.3,7.9,348
2015-01-04 19:00:00,19,4,6,55.5,7.9,399
2015-01-04 20:00:00,20,4,6,53.2,8.0,451
2015-01-04 21:00:00,21,4,6,53.2,9.6,371
2015-01-04 22:00:00,22,4,6,52.1,12.1,398
2015-01-04 23:00:00,23,4,6,51.4,17.0,358
2015-01-05 00:00:00,0,5,0,50.1,21.4,286
2015-01-05 01:00:00,1,5,0,47.3,15.1,218
2015-01-05 02:00:00,2,5,0,46.1,24.6,187
2015-01-05 03:00:00,3,5,0,44.0,14.8,151
2015-01-05 04:00:00,4,5,0,43.1,14.4,132
2015-01-05 05:00:00,5,5,0,42.0,14.1,96
2015-01-05 06:00:00,6,5,0,40.9,18.8,188
2015-01-05 07:00:00,7,5,0,40.7,14.9,275
2015-01-05 08:00:00,8,5,0,38.8,17.9,326
2015-01-05 09:00:00,9,5,0,39.0,16.8,338
2015-01-05 10:00:00,10,5,0,38.0,14.1,245
2015-01-05 11:00:00,11,5,0,36.4,19.2,184
2015-01-05 12:00:00,12,5,0,36.3,14.3,170
2015-01-05 13:00:00,13,5,0,35.5,14.3,187
2015-01-05 14:00:00,14,5,0,36.3,23.6,193
2015-01-05 15:00:00,15,5,0,34.6,11.4,198
2015-01-05 16:00:00,16,5,0,33.2,16.9,162
2015-01-05 17:00:00,17,5,0,31.9,14.6,200
2015-01-05 18:00:00,18,5,0,29.9,15.9,300
2015-01-05 19:00:00,19,5,0,29.0,13.1,354
2015-01-05 20:00:00,20,5,0,26.7,15.2,373
2015-01-05 21:00:00,21,5,0,25.1,8.6,482
2015-01-05 22:00:00,22,5,0,23.1,9.3,500
2015-01-05 23:00:00,23,5,0,21.8,9.5,426
2015-01-06 00:00:00,0,6,1,21.5,10.0,344
2015-01-06 01:00:00,1,6,1,20.8,11.1,257
2015-01-06 02:00:00,2,6,1,19.9,6.4,176
2015-01-06 03:00:00,3,6,1,19.9,8.8,138
2015-01-06 04:00:00,4,6,1,19.7,7.4,109
2015-01-06 05:00:00,5,6,1,19.9,5.8,88
2015-01-06 06:00:00,6,6,1,19.1,2.6,175
2015-01-06 07:00:00,7,6,1,19.9,9.4,308
2015-01-06 08:00:00,8,6,1,19.9,2.9,343
2015-01-06 09:00:00,9,6,1,18.9,0.7,270
2015-01-06 10:00:00,10,6,1,18.6,1.3,274
2015-01-06 11:00:00,11,6,1,19.7,1.3,222
2015-01-06 12:00:00,12,6,1,19.9,5.5,196
2015-01-06 13:00:00,13,6,1,20.6,5.6,239
2015-01-06 14:00:00,14,6,1,20.9,8.3,200
2015-01-06 15:00:00,15,6,1,21.5,1.1,178
2015-01-06 16:00:00,16,6,1,21.1,5.1,167
2015-01-06 17:00:00,17,6,1,21.0,5.2,193
2015-01-06 18:00:00,18,6,1,20.8,1.9,293
2015-01-06 19:00:00,19,6,1,20.6,6.3,337
2015-01-06 20:00:00,20,6,1,20.4,8.5,398
2015-01-06 21:00:00,21,6,1,20.6,7.0,524
2015-01-06 22:00:00,22,6,1,20.4,11.8,627
2015-01-06 23:00:00,23,6,1,20.6,9.0,529
2015-01-07 00:00:00,0,7,2,19.1,5.9,425
2015-01-07 01:00:00,1,7,2,19.7,6.3,276
2015-01-07 02:00:00,2,7,2,19.7,10.9,182
2015-01-07 03:00:00,3,7,2,19.8,9.6,135
2015-01-07 04:00:00,4,7,2,20.6,7.8,119
2015-01-07 05:00:00,5,7,2,21.3,8.8,103
2015-01-07 06:00:00,6,7,2,20.6,11.7,190
2015-01-07 07:00:00,7,7,2,20.6,7.3,311
2015-01-07 08:00:00,8,7,2,21.0,16.0,370
2015-01-07 09:00:00,9,7,2,21.1,18.0,369
2015-01-07 10:00:00,10,7,2,22.1,17.1,267
2015-01-07 11:00:00,11,7,2,23.5,17.1,208
2015-01-07 12:00:00,12,7,2,23.1,18.7,224
2015-01-07 13:00:00,13,7,2,22.3,14.1,214
2015-01-07 14:00:00,14,7,2,23.3,17.8,261
2015-01-07 15:00:00,15,7,2,22.0,14.8,248
2015-01-07 16:00:00,16,7,2,21.0,18.9,178
2015-01-07 17:00:00,17,7,2,19.1,20.6,240
2015-01-07 18:00:00,18,7,2,16.8,18.8,412
2015-01-07 19:00:00,19,7,2,15.0,17.2,496
2015-01-07 20:00:00,20,7,2,12.0,23.0,573
2015-01-07 21:00:00,21,7,2,10.9,17.3,701
2015-01-07 22:00:00,22,7,2,10.1,18.1,771
2015-01-07 23:00:00,23,7,2,9.7,15.7,684
2015-01-08 00:00:00,0,8,3,9.0,14.8,498
2015-01-08 01:00:00,1,8,3,8.8,12.4,328
2015-01-08 02:00:00,2,8,3,8.0,14.2,198
2015-01-08 03:00:00,3,8,3,8.3,14.4,140
2015-01-08 04:00:00,4,8,3,7.6,10.7,96
2015-01-08 05:00:00,5,8,3,8.0,13.0,98
2015-01-08 06:00:00,6,8,3,8.5,10.5,186
2015-01-08 07:00:00,7,8,3,8.8,10.9,334
2015-01-08 08:00:00,8,8,3,9.0,8.5,356
2015-01-08 09:00:00,9,8,3,11.0,10.7,394
2015-01-08 10:00:00,10,8,3,13.1,11.3,334
2015-01-08 11:00:00,11,8,3,15.9,9.4,218
2015-01-08 12:00:00,12,8,3,17.7,13.9,211
2015-01-08 13:00:00,13,8,3,19.7,9.4,204
2015-01-08 14:00:00,14,8,3,20.0,10.8,221
2015-01-08 15:00:00,15,8,3,20.0,10.6,234
2015-01-08 16:00:00,16,8,3,19.9,7.9,146
2015-01-08 17:00:00,17,8,3,18.9,9.6,276
2015-01-08 18:00:00,18,8,3,17.8,12.4,352
2015-01-08 19:00:00,19,8,3,17.4,11.9,489
2015-01-08 20:00:00,20,8,3,16.6,12.4,556
2015-01-08 21:00:00,21,8,3,16.1,10.8,719
2015-01-08 22:00:00,22,8,3,16.4,11.1,898
2015-01-08 23:00:00,23,8,3,17.3,8.6,879
2015-01-09 00:00:00,0,9,4,18.5,9.8,756
2015-01-09 01:00:00,1,9,4,19.6,8.9,487
2015-01-09 02:00:00,2,9,4,21.1,10.7,368
2015-01-09 03:00:00,3,9,4,22.2,16.3,287
2015-01-09 04:00:00,4,9,4,23.3,6.7,191
2015-01-09 05:00:00,5,9,4,24.7,10.3,111
2015-01-09 06:00:00,6,9,4,24.7,15.2,191
2015-01-09 07:00:00,7,9,4,23.9,18.3,265
2015-01-09 08:00:00,8,9,4,22.9,8.2,244
2015-01-09 09:00:00,9,9,4,23.1,12.2,292
2015-01-09 10:00:00,10,9,4,24.9,11.7,326
2015-01-09 11:00:00,11,9,4,26.0,8.6,233
2015-01-09 12:00:00,12,9,4,29.4,12.6,236
2015-01-09 13:00:00,13,9,4,30.8,12.9,223
2015-01-09 14:00:00,14,9,4,32.7,10.7,228
2015-01-09 15:00:00,15,9,4,31.9,13.2,241
2015-01-09 16:00:00,16,9,4,31.7,11.3,169
2015-01-09 17:00:00,17,9,4,30.5,11.1,255
2015-01-09 18:00:00,18,9,4,30.3,8.5,435
2015-01-09 19:00:00,19,9,4,29.6,16.6,601
2015-01-09 20:00:00,20,9,4,28.6,13.8,766
2015-01-09 21:00:00,21,9,4,26.5,17.4,941
2015-01-09 22:00:00,22,9,4,25.6,17.5,1255
2015-01-09 23:00:00,23,9,4,24.7,9.2,1645
2015-01-10 00:00:00,0,10,5,22.9,12.4,1960
2015-01-10 01:00:00,1,10,5,22.5,12.2,2194
2015-01-10 02:00:00,2,10,5,21.5,10.7,1926
2015-01-10 03:00:00,3,10,5,19.8,9.3,1390
2015-01-10 04:00:00,4,10,5,19.5,11.3,693
2015-01-10 05:00:00,5,10,5,18.6,10.3,214
2015-01-10 06:00:00,6,10,5,17.5,11.9,118
2015-01-10 07:00:00,7,10,5,16.6,11.8,158
2015-01-10 08:00:00,8,10,5,16.1,12.2,229
2015-01-10 09:00:00,9,10,5,16.3,8.9,349
2015-01-10 10:00:00,10,10,5,17.3,11.1,405
2015-01-10 11:00:00,11,10,5,18.4,12.3,421
2015-01-10 12:00:00,12,10,5,19.3,10.7,460
2015-01-10 13:00:00,13,10,5,20.2,12.0,521
2015-01-10 14:00:00,14,10,5,21.8,10.4,498
2015-01-10 15:00:00,15,10,5,23.1,6.8,536
2015-01-10 16:00:00,16,10,5,22.6,8.0,625
2015-01-10 17:00:00,17,10,5,21.5,10.2,595
