time,hour,day,dayofweek,temperature,wind_speed,demand
2015-01-01 00:00:00,0,1,3,27.6,6.3,1268
2015-01-01 01:00:00,1,1,3,27.6,9.8,996
2015-01-01 02:00:00,2,1,3,27.4,9.7,807
2015-01-01 03:00:00,3,1,3,26.4,7.6,741
2015-01-01 04:00:00,4,1,3,26.6,7.4,693
2015-01-01 05:00:00,5,1,3,26.6,5.3,356
2015-01-01 06:00:00,6,1,3,26.6,8.9,191
2015-01-01 07:00:00,7,1,3,26.2,5.9,194
2015-01-01 08:00:00,8,1,3,26.2,8.0,135
2015-01-01 09:00:00,9,1,3,27.9,5.5,180
2015-01-01 10:00:00,10,1,3,29.9,8.7,288
2015-01-01 11:00:00,11,1,3,31.3,8.8,422
2015-01-01 12:00:00,12,1,3,33.5,14.5,545
2015-01-01 13:00:00,13,1,3,35.6,12.9,591
2015-01-01 14:00:00,14,1,3,37.3,11.4,577
2015-01-01 15:00:00,15,1,3,38.2,12.6,564
2015-01-01 16:00:00,16,1,3,38.7,11.1,533
2015-01-01 17:00:00,17,1,3,38.6,12.6,555
2015-01-01 18:00:00,18,1,3,38.4,10.8,627
2015-01-01 19:00:00,19,1,3,38.4,6.3,648
2015-01-01 20:00:00,20,1,3,37.6,10.0,658
2015-01-01 21:00:00,21,1,3,37.4,10.8,694
2015-01-01 22:00:00,22,1,3,37.5,10.9,753
2015-01-01 23:00:00,23,1,3,37.3,10.1,603
2015-01-02 00:00:00,0,2,4,36.4,11.2,639
2015-01-02 01:00:00,1,2,4,36.9,9.5,422
2015-01-02 02:00:00,2,2,4,36.4,9.8,320
2015-01-02 03:00:00,3,2,4,36.4,9.2,219
2015-01-02 04:00:00,4,2,4,36.4,12.4,162
2015-01-02 05:00:00,5,2,4,35.4,5.5,106
2015-01-02 06:00:00,6,2,4,35.4,10.0,189
2015-01-02 07:00:00,7,2,4,35.4,8.7,255
2015-01-02 08:00:00,8,2,4,35.6,9.8,313
2015-01-02 09:00:00,9,2,4,37.5,7.9,394
2015-01-02 10:00:00,10,2,4,38.9,11.0,422
2015-01-02 11:00:00,11,2,4,40.8,17.0,470
2015-01-02 12:00:00,12,2,4,40.3,13.2,500
2015-01-02 13:00:00,13,2,4,41.5,13.8,564
2015-01-02 14:00:00,14,2,4,42.3,10.6,551
2015-01-02 15:00:00,15,2,4,42.3,17.1,593
2015-01-02 16:00:00,16,2,4,41.9,9.8,521
2015-01-02 17:00:00,17,2,4,40.6,10.1,620
2015-01-02 18:00:00,18,2,4,39.7,8.6,831
2015-01-02 19:00:00,19,2,4,39.5,10.7,938
2015-01-02 20:00:00,20,2,4,38.1,7.8,986
2015-01-02 21:00:00,21,2,4,37.6,5.9,1050
2015-01-02 22:00:00,22,2,4,36.8,5.7,1277
